video,statistic,left_step_length,left_cadence,left_stride_length,left_gait_speed,left_swing,left_initial_double_support,left_stride_duration,left_step_duration,right_step_length,right_cadence,right_stride_length,right_gait_speed,right_swing,right_initial_double_support,right_stride_duration,right_step_duration,asymmetry_stride_duration,asymmetry_cadence,asymmetry_swing,asymmetry_initial_double_support
IMG_2894,mean,0.0,-9.804577877180755,0.0,0.0,1.2703448275862073,6.638525564803805,0.62,-2.8779840848806364,0.0,21.83860501444146,0.0,0.0,-3.4851367419738404,-4.431476569407604,0.7985480943738658,4.127949183303086,35.343021240429394,264.50597723340377,277.1728283035643,165.58104700525868
IMG_2894,median,0.0,-15.0,0.0,0.0,1.3793103448275863,5.793103448275861,0.5517241379310338,-3.068965517241379,0.0,15.001114827201784,0.0,0.0,-2.862068965517242,-5.172413793103448,0.6724137931034484,4.0,36.705882352940904,234.89925768822906,196.51162790697677,162.5
