video,statistic,left_step_length,left_cadence,left_stride_length,left_gait_speed,left_swing,left_initial_double_support,left_stride_duration,left_step_duration,right_step_length,right_cadence,right_stride_length,right_gait_speed,right_swing,right_initial_double_support,right_stride_duration,right_step_duration,asymmetry_stride_duration,asymmetry_cadence,asymmetry_swing,asymmetry_initial_double_support
IMG_2895,mean,0.0,-14.52968647092736,0.0,0.0,-1.2397372742200328,-4.409090909090909,1.3694581280788178,-0.20853858784893273,0.0,0.34372566782266195,0.0,0.0,4.19435736677116,0.9628647214854112,0.7259062776304156,1.9952978056426331,48.34934154793473,340.6467125115311,125.59052445626126,-2597.4040807861834
IMG_2895,median,0.0,-12.700729927007298,0.0,0.0,-2.3103448275862064,-3.5517241379310347,1.06896551724138,-1.5862068965517224,0.0,8.840688107703814,0.0,0.0,4.724137931034484,0.6896551724137936,0.551724137931032,2.948275862068966,51.61290322580642,251.0204081632654,133.9712918660287,147.39819004524887
