video,statistic,left_step_length,left_cadence,left_stride_length,left_gait_speed,left_swing,left_initial_double_support,left_stride_duration,left_step_duration,right_step_length,right_cadence,right_stride_length,right_gait_speed,right_swing,right_initial_double_support,right_stride_duration,right_step_duration,asymmetry_stride_duration,asymmetry_cadence,asymmetry_swing,asymmetry_initial_double_support
IMG_2896,mean,0.0,-7.298305191136725,0.0,0.0,0.0866078588612671,4.7631578947368425,0.7089013632718525,1.0352846832397755,0.0,-15.841573564132354,0.0,0.0,-3.851179673321235,1.066457680250784,0.47428917120387176,-0.002351097178683557,41.07367562608917,293.6515403186807,49.27999978524821,76.72757521791286
IMG_2896,median,0.0,-17.938144329896907,0.0,0.0,-1.3103448275862082,5.017241379310345,0.5862068965517242,-0.5862068965517242,0.0,14.384095101455216,0.0,0.0,-3.775862068965517,1.1034482758620694,0.4482758620689662,1.344827586206896,41.6666666666667,241.97530864197526,218.2795698924731,81.08225108225108
